Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 8:55:43 AM
Total Events: 22017
Game Time: 177s

CURRENT STATE:
  Player Level: 2
  Player HP: 184/184
  Player Mana: 81/81
  Player Stamina: 113/113
  Player Shield: 157 (cap: 184)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[170.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4453,"y":1902}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[176.27s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[176.29s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:40, hp:95, mana:34, speed:110
[176.29s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:39, speed:110
[176.29s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage Guard 1", distance:31, requiredRange:29, inWater:false
[176.29s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:17, max:40
[176.32s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:7, hp:73, mana:23, speed:110
[176.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:32
[176.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[176.34s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:5, hp:73, mana:23, speed:110
[176.34s]  undefined | type:"MANA_STARVED", unit:"Mage 320", kind:"friendly", ability:"ward_barrier", required:22, current:13, max:60
[176.34s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:2, reason:"damage_rotation"
[176.37s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:3, attackerList:"Knight 816(TANK), Knight 835(TANK), Knight 754(TANK)", roleCounts:{"TANK":3}, damage:0.79, hpBefore:174, hpAfter:173, hpPercent:87
[176.37s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"ward_barrier", required:22, current:16, max:60
[176.37s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4328,"y":2116}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.37s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[176.39s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"warrior_fortitude", required:15, current:6, max:60
[176.39s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4345,"y":2144}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 1", side:"South", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[176.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:154, intactWalls:3, nearbyHostiles:1
[176.39s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:6, max:40
[176.42s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:117, hp:50, mana:13, speed:110
[176.42s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:144, mana:40, position:{"x":4881,"y":1400}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[176.44s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4347,"y":2146}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.44s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4345,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.44s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:140, mana:29, position:{"x":4860,"y":1375}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[176.44s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:7, reason:"damage_rotation"
[176.47s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:5, reason:"damage_rotation"
[176.47s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Mage 320", distance:30, requiredRange:29, inWater:false
[176.50s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage 320", distance:73, requiredRange:29, inWater:false
[176.50s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:3, max:40
[176.54s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:28, hp:95, mana:35, speed:110
[176.54s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1404, hp:63, mana:22, speed:110
[176.54s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2052}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.54s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:8, hp:80, mana:41, speed:110
[176.57s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4345,"y":2149}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.57s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:145, intactWalls:3, nearbyHostiles:1
[176.57s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:10, reason:"healer_priority"
[176.57s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:6, reason:"damage_rotation"
[176.57s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:220
[176.57s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:60, requiredRange:30, inWater:false
[176.60s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4348,"y":2146}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.60s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"warcry", required:12, current:11, max:40
[176.63s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:1.06, hpBefore:167, hpAfter:166, hpPercent:83
[176.63s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2041}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.67s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:59, requiredRange:30, inWater:false
[176.67s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:9, reason:"damage_rotation"
[176.67s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:0, max:40
[176.70s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4504,"y":2034}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.73s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4345,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.73s]  undefined | type:"SHIELDED_DAMAGE", attacker:"Warden 236", target:"warrior", targetType:"enemy", shieldBefore:"5.0", shieldAfter:"0.0", hpLoss:"5.0", totalDamage:"5.0", targetHP:62
[176.73s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4349,"y":2147}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.73s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:3, reason:"damage_rotation"
[176.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[176.75s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4504,"y":2027}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.75s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:12, max:40
[176.77s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:67, requiredRange:30, inWater:false
[176.80s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:32
[176.82s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4340,"y":2137}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.82s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4350,"y":2152}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[176.83s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"warcry", required:12, current:12, max:40
[176.85s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:12, reason:"healer_priority"
[176.85s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:10, max:60
[176.85s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:136, intactWalls:3, nearbyHostiles:1
[176.85s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:1, max:40
[176.85s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:5, max:40
[176.85s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage 320", distance:38, requiredRange:29, inWater:false
[176.87s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1405, hp:63, mana:23, speed:110
[176.87s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"mage", targetType:"enemy", distance:74
[176.87s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:1, reason:"damage_rotation"
[176.90s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:3, hp:80, mana:14, speed:110
[176.90s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:34, hp:102, mana:29, speed:110
[176.90s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:3, reason:"damage_rotation"
[176.90s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warrior", targetType:"enemy", distance:76
[176.90s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"warden", targetType:"enemy", distance:35
[176.90s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"slash", required:4, current:2, reason:"damage_rotation"
[176.90s]  undefined | type:"ENEMY_DAMAGE", enemy:"mage", role:"HEALER", damage:"8.0", crit:false, hpBefore:"99.6", hpAfter:"91.6", fromPlayer:true
[176.92s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1399, hp:63, mana:23, speed:110
[176.93s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"ward_barrier", required:22, current:4, max:60
[176.93s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[176.93s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:220
[176.93s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:2, max:40
[176.97s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:31, hp:63, mana:5, speed:110
[176.97s]  undefined | type:"ENEMY_DAMAGE", enemy:"warrior", role:"DPS", damage:"8.0", crit:false, hpBefore:"49.0", hpAfter:"41.0", fromPlayer:false
[176.97s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:13, reason:"healer_priority"
[176.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:32, hp:63, mana:5, speed:110
[177.00s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:50, hp:43, mana:4, speed:110
[177.00s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4347,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[177.00s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"tank_anchor", required:10, current:10, max:40
[177.03s]  undefined | type:"MANA_STARVED", unit:"Mage 508", kind:"friendly", ability:"mage_radiant_aura", required:18, current:16, max:60
[177.03s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:32, requiredRange:30, inWater:false
[177.03s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:95, requiredRange:30, inWater:false
[177.05s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4504,"y":2049}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.05s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:42, requiredRange:29, inWater:false
[177.07s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:41, hp:102, mana:30, speed:110
[177.07s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:2, reason:"damage_rotation"
[177.10s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[177.10s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:14, reason:"healer_priority"
[177.10s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:218
[177.10s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:3, reason:"damage_rotation"
[177.11s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[177.11s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:2, reason:"damage_rotation"
[177.13s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:26, speed:110
[177.13s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:15, reason:"healer_priority"
[177.15s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"cleave", required:10, current:6, max:60
[177.15s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4345,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.15s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:6, hp:102, mana:38, speed:110
[177.15s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2052}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.15s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:4, max:40
[177.18s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1403, hp:63, mana:25, speed:110
[177.18s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:5, reason:"damage_rotation"
[177.20s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:32, requiredRange:30, inWater:false
[177.20s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[177.21s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:15, max:40
[177.21s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:32, requiredRange:30, inWater:false
[177.21s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:12, reason:"damage_rotation"
[177.23s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4348,"y":2149}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.23s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:12, reason:"damage_rotation"
[177.26s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:33
[177.26s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"mage_radiant_aura", required:18, current:5, max:60
[177.28s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:116, hp:43, mana:6, speed:110
[177.28s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4349,"y":2146}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.28s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"Mage Guard 1", targetType:"friendly", distance:41
[177.28s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"tank_anchor", required:10, current:4, max:40
[177.30s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:218
[177.31s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4508,"y":2048}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.31s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4349,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.31s]  undefined | type:"MANA_STARVED", unit:"Mage 508", kind:"friendly", ability:"mage_radiant_aura", required:18, current:18, max:60
[177.31s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:32, requiredRange:30, inWater:false
[177.31s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:35, requiredRange:30, inWater:false
[177.31s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:194, mana:5, position:{"x":1028,"y":2269}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:38, hasSpawnTarget:true, team:"teamA"
[177.35s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4346,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.35s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:5, hp:80, mana:27, speed:110
[177.35s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4509,"y":2046}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.35s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4347,"y":2146}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.35s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:6, reason:"damage_rotation"
[177.35s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:158, intactWalls:4, nearbyHostiles:1
[177.35s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:3, reason:"damage_rotation"
[177.36s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4345,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.36s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4346,"y":2152}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.36s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"arc_bolt", required:10, current:6, max:60
[177.36s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"mage_radiant_aura", required:18, current:6, max:60
[177.36s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:427, requiredRange:30, inWater:false
[177.36s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:33
[177.36s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:3, reason:"damage_rotation"
[177.38s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"ward_barrier", required:22, current:8, max:60
[177.38s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4349,"y":2147}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.41s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4347,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.41s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4508,"y":2039}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.41s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4347,"y":2150}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.41s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:17, reason:"healer_priority"
[177.41s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:13, reason:"damage_rotation"
[177.43s]  undefined | type:"MANA_STARVATION", unit:"Warrior Guard 3", ability:"warrior_life_leech", required:8, current:7, reason:"damage_rotation"
[177.43s]  undefined | type:"MANA_STARVED", unit:"Mage 320", kind:"friendly", ability:"heal_burst", required:18, current:7, max:60
[177.43s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[177.43s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"mage", distance:33, requiredRange:30, inWater:false
[177.46s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:40, requiredRange:29, inWater:false
[177.46s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:33, requiredRange:30, inWater:false
[177.46s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:6, max:60
[177.48s]  undefined | type:"FRIENDLY_RANGED_ATTACK", attacker:"Mage Guard 1", attackerRole:"HEALER", target:"warden", targetType:"enemy", damage:9.5, distance:"31.1"
[177.48s]  undefined | type:"MANA_STARVED", unit:"Warrior 894", kind:"friendly", ability:"warrior_life_leech", required:8, current:4, max:60
[177.48s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4347,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.48s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4345,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
