Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 2:33:00 PM
Total Events: 32863
Game Time: 184s

CURRENT STATE:
  Player Level: 3
  Player HP: 239/239
  Player Mana: 118/118
  Player Stamina: 128/128
  Player Shield: 0 (cap: 239)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[177.80s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[182.53s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:3, max:40
[182.56s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2480,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.56s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2485,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1120, hp:126, mana:40, speed:65
[182.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1059, hp:255, mana:40, speed:90
[182.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:3, speed:90
[182.58s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2485,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.58s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:731, requiredRange:31, inWater:false
[182.60s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.13, hpBefore:184, hpAfter:184, hpPercent:92
[182.61s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2480,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.61s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 86", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:240, hp:63, mana:10, speed:110
[182.61s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2475,"y":1373}, distance:302
[182.61s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:611, hp:327, mana:26, speed:77
[182.61s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:33, requiredRange:30, inWater:false
[182.61s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:13, max:40
[182.65s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1379}, distance:307
[182.65s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2478,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.65s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1374}, distance:303
[182.65s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2476,"y":1371}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.65s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:43, hp:108, mana:40, speed:90
[182.66s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Hero", distance:246, hp:50, mana:60, speed:110
[182.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:876, hp:327, mana:13, speed:77
[182.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:29, hp:144, mana:27, speed:95
[182.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:49, hp:197, mana:2, speed:77
[182.68s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2477,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.68s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:80, mana:56, speed:110
[182.68s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:32, hp:56, mana:16, speed:77
[182.68s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:738, requiredRange:31, inWater:false
[182.68s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:31, hp:136, mana:4, speed:90
[182.71s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1376}, distance:304
[182.71s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:26, hp:113, mana:34, speed:95
[182.73s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[182.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:871, hp:327, mana:13, speed:77
[182.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:56, mana:16, speed:77
[182.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:612, hp:327, mana:40, speed:77
[182.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:24, hp:113, mana:34, speed:95
[182.75s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:44, hp:108, mana:40, speed:90
[182.78s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2476,"y":1371}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.78s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1050, hp:36, mana:40, speed:77
[182.78s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 86", distance:847, requiredRange:29, inWater:false
[182.78s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1064, hp:255, mana:40, speed:90
[182.78s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:49, hp:197, mana:2, speed:77
[182.78s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:64, hp:276, mana:14, speed:65
[182.81s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1378}, distance:307
[182.81s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.81s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:42, hp:327, mana:10, speed:77
[182.83s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2475,"y":1373}, distance:301
[182.83s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2488,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.83s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:14, max:40
[182.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:114, mana:1, speed:77
[182.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:63, hp:276, mana:14, speed:65
[182.86s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"mage_radiant_aura", required:18, current:10, max:60
[182.86s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2476,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.86s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:3, speed:77
[182.89s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2476,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.89s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2485,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.89s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1379}, distance:306
[182.89s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:191, hp:415, mana:15, speed:77
[182.93s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.26, hpBefore:182, hpAfter:182, hpPercent:91
[182.93s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2475,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.93s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2475,"y":1372}, distance:301
[182.93s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Hero", distance:251, hp:50, mana:60, speed:110
[182.93s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:835, hp:327, mana:14, speed:77
[182.93s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:32, hp:132, mana:32, speed:95
[182.96s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2479,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.96s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:41, hp:327, mana:11, speed:77
[182.96s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:204, hp:327, mana:4, speed:77
[182.99s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1378}, distance:307
[182.99s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1060, hp:255, mana:40, speed:90
[183.03s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1375}, distance:303
[183.03s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1377}, distance:305
[183.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:181, hp:415, mana:16, speed:77
[183.03s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Warden 69", distance:808, requiredRange:29, inWater:false
[183.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:26, speed:90
[183.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:6, speed:90
[183.09s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2481,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.09s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.09s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2485,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.09s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:194, hp:327, mana:4, speed:77
[183.09s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:4, speed:77
[183.13s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1375}, distance:303
[183.13s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:102, mana:60, speed:110
[183.13s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:173, hp:415, mana:16, speed:77
[183.13s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:478, hp:327, mana:24, speed:77
[183.13s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:27, speed:90
[183.16s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2486,"y":1379}, distance:307
[183.16s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2480,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.16s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:27, speed:90
[183.19s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1379}, distance:307
[183.19s]  undefined | type:"MANA_STARVATION", unit:"Warrior 492", ability:"piercing_lance", required:16, current:12, reason:"damage_rotation"
[183.19s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1377}, distance:306
[183.19s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1374}, distance:303
[183.19s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:49, hp:327, mana:12, speed:77
[183.22s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 69", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:302, hp:102, mana:60, speed:110
[183.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:166, hp:415, mana:17, speed:77
[183.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:33, hp:136, mana:7, speed:90
[183.26s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2483,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.26s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Knight 664", distance:50, hp:50, mana:60, speed:110
[183.29s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Warden 988", distance:53, hp:50, mana:60, speed:110
[183.29s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.29s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:33, requiredRange:30, inWater:false
[183.29s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:3, max:40
[183.32s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.32s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:22, hp:135, mana:6, speed:95
[183.34s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1373}, distance:301
[183.34s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:144, mana:5, speed:77
[183.34s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:23, hp:144, mana:32, speed:95
[183.34s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:24, hp:135, mana:7, speed:95
[183.37s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2484,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.37s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2476,"y":1371}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.37s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:197, mana:5, speed:77
[183.37s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:39, hp:183, mana:28, speed:90
[183.37s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:4, reason:"damage_rotation"
[183.39s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.13, hpBefore:178, hpAfter:178, hpPercent:89
[183.39s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.39s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1375}, distance:304
[183.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:180, mana:2, speed:77
[183.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1120, hp:126, mana:40, speed:65
[183.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:21, hp:144, mana:32, speed:95
[183.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:21, hp:135, mana:7, speed:95
[183.42s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.26, hpBefore:178, hpAfter:178, hpPercent:89
[183.42s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:445, hp:327, mana:39, speed:77
[183.42s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:114, mana:5, speed:77
[183.42s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:197, mana:6, speed:77
[183.46s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Hero", distance:247, hp:50, mana:60, speed:110
[183.46s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:51, hp:327, mana:1, speed:77
[183.46s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:3, max:40
[183.46s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1119, hp:126, mana:40, speed:65
[183.47s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2485,"y":1380}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.47s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Knight 271", distance:51, hp:50, mana:60, speed:110
[183.47s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:46, hp:276, mana:4, speed:65
[183.51s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:303, hp:80, mana:60, speed:110
[183.51s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"chain_light", required:18, current:13, max:60
[183.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:40, hp:148, mana:5, speed:77
[183.51s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:752, requiredRange:31, inWater:false
[183.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:24, hp:144, mana:33, speed:95
[183.52s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2475,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.52s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:102, mana:60, speed:110
[183.52s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:4, speed:90
[183.56s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.56s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:288, hp:327, mana:40, speed:77
[183.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1120, hp:126, mana:40, speed:65
[183.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:26, hp:132, mana:37, speed:95
[183.56s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:4, reason:"damage_rotation"
[183.59s]  undefined | type:"MANA_STARVED", unit:"Warrior 86", kind:"friendly", ability:"warrior_fortitude", required:15, current:6, max:60
[183.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:197, mana:7, speed:77
[183.62s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2476,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.62s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:95, requiredRange:30, inWater:false
[183.65s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.65s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"heal_burst", required:18, current:5, max:40
[183.69s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2480,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.69s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2476,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.69s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:628, hp:327, mana:26, speed:77
[183.69s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:59, hp:135, mana:9, speed:77
[183.72s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:80, mana:60, speed:110
[183.72s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 86", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:248, hp:63, mana:7, speed:110
